id,label
0,0
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,0
9,0
10,0
11,1
12,0
13,1
14,0
15,1
16,0
17,0
18,0
19,1
20,1
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,0
29,1
30,0
31,0
32,1
33,0
34,0
35,1
36,0
37,1
38,0
39,0
40,0
41,1
42,1
43,1
44,0
45,0
46,1
47,1
48,0
49,0
50,1
51,0
52,1
53,0
54,0
55,0
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,1
68,1
69,1
70,1
71,0
72,1
73,0
74,1
75,0
76,0
77,1
78,0
79,0
80,0
81,1
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,0
98,1
99,1
100,0
101,0
102,0
103,0
104,1
105,0
106,0
107,1
108,1
109,1
110,0
111,1
112,0
113,1
114,0
115,0
116,0
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,1
128,1
129,1
130,0
131,1
132,0
133,1
134,0
135,0
136,0
137,1
138,1
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,1
148,1
149,1
150,1
151,0
152,1
153,1
154,1
155,0
156,1
157,1
158,0
159,0
160,1
161,1
162,0
163,0
164,1
165,0
166,1
167,1
168,0
169,1
170,0
171,1
172,1
173,1
174,0
175,1
176,0
177,0
178,0
179,1
180,0
181,1
182,1
183,1
184,1
185,1
186,0
187,0
188,1
189,0
190,1
191,0
192,1
193,0
194,0
195,1
196,0
197,0
198,1
199,1
200,0
201,0
202,0
203,0
204,1
205,1
206,0
207,0
208,0
209,0
210,1
211,0
212,1
213,1
214,1
215,0
216,0
217,1
218,1
219,1
220,1
221,1
222,0
223,1
224,0
225,1
226,0
227,1
228,0
229,0
230,0
231,0
232,1
233,0
234,0
235,1
236,1
237,0
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,0
247,1
248,1
249,0
250,1
251,0
252,1
253,1
254,0
255,1
256,0
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,1
266,0
267,1
268,0
269,1
270,1
271,1
272,1
273,0
274,0
275,0
276,0
277,0
278,1
279,1
280,1
281,1
282,1
283,0
284,1
285,1
286,1
287,1
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,1
298,0
299,1
300,1
301,1
302,0
303,1
304,1
305,1
306,1
307,1
308,0
309,0
310,1
311,0
312,0
313,0
314,1
315,1
316,1
317,0
318,0
319,1
320,0
321,0
322,0
323,1
324,0
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,0
333,0
334,1
335,1
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,1
345,0
346,0
347,1
348,1
349,1
350,0
351,1
352,0
353,0
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,0
362,1
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,1
377,0
378,0
379,0
380,0
381,1
382,0
383,1
384,0
385,0
386,1
387,1
388,0
389,0
390,0
391,0
392,1
393,0
394,1
395,0
396,1
397,1
398,0
399,1
400,1
401,1
402,1
403,0
404,1
405,0
406,1
407,1
408,0
409,0
410,1
411,1
412,1
413,1
414,0
415,1
416,0
417,0
418,1
419,0
420,0
421,1
422,0
423,1
424,0
425,0
426,1
427,1
428,0
429,1
430,0
431,0
432,0
433,0
434,0
435,0
436,1
437,1
438,1
439,0
440,0
441,1
442,1
443,1
444,0
445,0
446,1
447,1
448,1
449,1
450,1
451,0
452,1
453,1
454,1
455,0
456,1
457,1
458,0
459,1
460,1
461,1
462,0
463,1
464,1
465,1
466,0
467,1
468,1
469,0
470,1
471,1
472,0
473,0
474,1
475,0
476,1
477,1
478,0
479,1
480,0
481,1
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,1
490,0
491,1
492,0
493,0
494,1
495,1
496,1
497,1
498,1
499,0
500,1
501,1
502,1
503,1
504,0
505,1
506,0
507,0
508,0
509,1
510,1
511,0
512,0
513,1
514,0
515,1
516,0
517,1
518,1
519,1
520,0
521,1
522,0
523,0
524,1
525,0
526,0
527,1
528,0
529,1
530,1
531,1
532,1
533,0
534,1
535,1
536,1
537,1
538,0
539,0
540,1
541,0
542,0
543,1
544,0
545,1
546,0
547,1
548,1
549,0
550,0
551,0
552,1
553,0
554,1
555,1
556,1
557,0
558,0
559,1
560,0
561,0
562,1
563,0
564,0
565,0
566,1
567,0
568,0
569,1
570,1
571,0
572,0
573,0
574,1
575,1
576,0
577,1
578,1
579,1
580,1
581,0
582,1
583,1
584,0
585,0
586,1
587,1
588,1
589,1
590,0
591,1
592,1
593,1
594,0
595,0
596,0
597,0
598,1
599,0
600,1
601,1
602,1
603,1
604,0
605,1
606,0
607,0
608,1
609,0
610,0
611,1
612,0
613,0
614,1
615,0
616,1
617,0
618,0
619,0
620,1
621,1
622,0
623,1
624,0
625,1
626,1
627,0
628,0
629,1
630,1
631,0
632,1
633,0
634,1
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,0
643,1
644,1
645,0
646,0
647,1
648,0
649,0
650,0
651,0
652,0
653,0
654,1
655,1
656,0
657,1
658,1
659,1
660,0
661,0
662,1
663,0
664,1
665,0
666,0
667,0
668,0
669,0
670,0
671,1
672,1
673,1
674,0
675,1
676,0
677,0
678,1
679,0
680,1
681,0
682,0
683,1
684,1
685,1
686,1
687,0
688,1
689,0
690,0
691,1
692,1
693,0
694,1
695,1
696,0
697,0
698,1
699,0
700,1
701,1
702,0
703,0
704,1
705,0
706,0
707,1
708,0
709,0
710,1
711,1
712,1
713,1
714,0
715,0
716,1
717,0
718,0
719,0
720,1
721,1
722,0
723,1
724,1
725,0
726,0
727,0
728,0
729,1
730,0
731,1
732,0
733,1
734,0
735,0
736,0
737,1
738,0
739,0
740,1
741,0
742,1
743,0
744,1
745,0
746,0
747,0
748,1
749,1
750,1
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,1
759,0
760,1
761,0
762,0
763,0
764,1
765,0
766,0
767,0
768,0
769,1
770,0
771,0
772,0
773,1
774,0
775,0
776,0
777,1
778,1
779,1
780,0
781,0
782,1
783,1
784,1
785,0
786,0
787,1
788,1
789,0
790,0
791,0
792,0
793,0
794,1
795,0
796,1
797,0
798,1
799,1
800,1
801,1
802,0
803,0
804,0
805,1
806,0
807,1
808,1
809,0
810,0
811,1
812,1
813,1
814,1
815,0
816,1
817,0
818,1
819,0
820,1
821,0
822,1
823,1
824,1
825,1
826,1
827,0
828,0
829,0
830,0
831,1
832,0
833,1
834,1
835,1
836,1
837,0
838,1
839,1
840,1
841,0
842,1
843,1
844,0
845,1
846,0
847,0
848,1
849,0
850,0
851,1
852,1
853,0
854,1
855,0
856,1
857,1
858,1
859,1
860,0
861,0
862,1
863,0
864,1
865,1
866,1
867,0
868,1
869,1
870,1
871,0
872,1
873,1
874,1
875,1
876,0
877,0
878,1
879,0
880,1
881,0
882,0
883,1
884,1
885,0
886,0
887,1
888,0
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,0
897,0
898,0
899,0
900,0
901,1
902,0
903,1
904,0
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,1
913,1
914,0
915,0
916,0
917,0
918,1
919,0
920,0
921,1
922,0
923,1
924,0
925,0
926,1
927,1
928,1
929,1
930,1
931,1
932,0
933,1
934,0
935,1
936,1
937,0
938,1
939,1
940,0
941,1
942,0
943,0
944,1
945,1
946,0
947,0
948,0
949,0
950,0
951,1
952,0
953,1
954,0
955,1
956,1
957,1
958,0
959,0
960,0
961,1
962,1
963,1
964,0
965,0
966,0
967,1
968,0
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,0
981,1
982,1
983,1
984,0
985,0
986,0
987,0
988,0
989,1
990,0
991,1
992,0
993,0
994,1
995,1
996,1
997,0
998,0
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,0
1006,0
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,0
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,1
1029,1
1030,1
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,1
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,1
1055,0
1056,1
1057,1
1058,1
1059,1
1060,0
